timestamp,CO2avg,CH4avg,C2H5OHavg,H2avg,NH3avg,NO2avg,CO2min,CH4min,C2H5OHmin,H2min,NH3min,NO2min,CO2max,CH4max,C2H5OHmax,H2max,NH3max,NO2max
63000,"502,32","24540,78","148,14","220,92","385,63",0,"479,26","24134,79","131,75",185,"379,4",0,"512,8","24725,33","155,58","237,24","388,46",0
64500,"514,89","24757,09","157,07","240,51","389,02",0,"500,22","24503,88","146,65","217,65","385,06",0,"529,56",25000,"167,5","263,36","392,98",0
66000,"499,17","24485,42","145,9","216,02","384,78",0,"483,45","24208,61","134,73","191,53","380,53",0,"512,8","24725,33","155,58","237,24","388,46",0
67500,"468,78","23950,25","124,31","168,68","376,57",0,"449,92","23618,07","110,9","139,29","371,48",0,"496,03","24430,06","143,67","211,12","383,93",0
69000,"489,74","24319,33","139,2","201,33","382,23",0,"479,26","24134,79","131,75",185,"379,4",0,"500,22","24503,88","146,65","217,65","385,06",0
70500,"471,92","24005,61","126,54","173,57","377,42",0,"454,11","23691,89","113,88","145,82","372,61",0,"487,64","24282,42","137,71","198,06","381,66",0
72000,"453,06","23673,43","113,14","149,09","373,17",0,"433,15","23322,8","98,99","126,23","369,21",0,"470,88","23987,16","131,75",185,"379,4",0
73500,"480,31","24153,25","132,5","186,63","379,68",0,"462,49","23839,52","119,84","158,88","374,87",0,"496,03","24430,06","143,67","211,12","383,93",0
75000,"460,4","23802,61","118,35","155,62","374,31",0,"433,15","23322,8","98,99","113,17","366,95",0,"475,07","24060,97","128,78","178,47","378,27",0
76500,"452,01","23654,98","112,39","142,56","372,04",0,"424,76","23175,17","93,03","100,11","364,69",0,"470,88","23987,16","125,8","171,94","377,14",0
78000,"440,48","23451,98","104,2","124,6","368,93",0,"433,15","23322,8","98,99","113,17","366,95",0,"449,92","23618,07","110,9","139,29","371,48",0
79500,"466,68","23913,34","122,82","165,41",376,0,"449,92","23618,07","110,9","139,29","371,48",0,"483,45","24208,61","134,73","191,53","380,53",0
81000,"464,59","23876,43","121,33","162,15","375,44",0,"445,72","23544,25","107,93","132,76","370,35",0,"479,26","24134,79","131,75",185,"379,4",0
82500,"470,88","23987,16","125,8","171,94","377,14",0,"454,11","23691,89","113,88","145,82","372,61",0,"479,26","24134,79","131,75",185,"379,4",0
84000,"460,4","23802,61","118,35","155,62","374,31",0,"433,15","23322,8","98,99","113,17","366,95",0,"483,45","24208,61","134,73","191,53","380,53",0
85500,"443,63","23507,34","106,44","129,5","369,78",0,"437,34","23396,62","101,97","119,7","368,08",0,"454,11","23691,89","113,88","145,82","372,61",0
87000,"471,92","24005,61","126,54","173,57","377,42",0,"445,72","23544,25","107,93","132,76","370,35",0,"483,45","24208,61","134,73","191,53","380,53",0
88500,"462,49","23839,52","119,84","158,88","374,87",0,"445,72","23544,25","107,93","132,76","370,35",0,"483,45","24208,61","134,73","191,53","380,53",0
90000,"478,21","24116,34","131,01","183,37","379,12",0,"441,53","23470,44","104,95","126,23","369,21",0,"491,84","24356,24","140,69","204,59","382,8",0
91500,"485,55","24245,52","136,22","194,8","381,1",0,"466,68","23913,34","122,82","165,41",376,0,"504,41","24577,69","149,63","224,18","386,19",0
93000,"441,53","23470,44","104,95","126,23","369,21",0,"424,76","23175,17","93,03","100,11","364,69",0,"462,49","23839,52","119,84","158,88","374,87",0
94500,"480,31","24153,24","134,73","188,27","379,97",0,"470,88","23987,16","131,75",185,"379,4",0,"491,84","24356,24","140,69","191,53","380,53",0
96000,"439,43","23433,53","103,46","122,97","368,65",0,"424,76","23175,17","93,03","100,11","364,69",0,"454,11","23691,89","113,88","145,82","372,61",0
97500,"485,55","24245,52","136,22","194,8","381,1",0,"466,68","23913,34","122,82","165,41",376,0,"508,6","24651,51","152,6","230,71","387,32",0
99000,"444,67","23525,8","107,18","131,13","370,06",0,"433,15","23322,8","98,99","113,17","366,95",0,"454,11","23691,89","113,88","145,82","372,61",0
100500,"466,68","23913,34","122,82","165,41","376,85",0,"462,49","23839,52","119,84","158,88","374,87",0,"475,07","24060,97","128,78","178,47","378,27",0
102000,"437,34","23396,62","101,97","119,7","368,08",0,"412,19","22953,72","84,1","80,52","361,29",0,"454,11","23691,89","113,88","145,82","372,61",0
103500,"462,49","23839,52","119,84","158,88","374,87",0,"449,92","23618,07","110,9","139,29","371,48",0,"475,07","24060,97","128,78","178,47","378,27",0
105000,"433,15","23322,8","98,99","113,17","366,95",0,"420,57","23101,35","90,05","93,58","363,55",0,"445,72","23544,25","107,93","132,76","370,35",0
106500,"452,01","23654,98","112,39","142,56","372,04",0,"412,19","22953,72","84,1","80,52","361,29",0,"487,64","24282,42","137,71","198,06","381,66",0
108000,"433,15","23322,8","98,99","113,17","366,95",0,"412,19","22953,72","84,1","80,52","361,29",0,"445,72","23544,25","107,93","132,76","370,35",0
109500,"476,12","24079,43","129,52","180,1","378,55",0,"466,68","23913,34","122,82","165,41",376,0,"483,45","24208,61","134,73","191,53","380,53",0
111000,"479,26","24134,79","131,75",185,"379,4",0,"470,88","23987,16","125,8","171,94","377,14",0,"491,84","24356,24","140,69","204,59","382,8",0
112500,"463,54","23857,97","120,58","160,51","375,16",0,"454,11","23691,89","113,88","145,82","372,61",0,"470,88","23987,16","125,8","171,94","377,14",0
114000,"447,82","23581,16","109,42","136,03","370,91",0,"428,95","23248,99","96,01","106,64","365,82",0,"466,68","23913,34","122,82","165,41",376,0
115500,"464,59","23876,43","121,33","162,15","375,44",0,"441,53","23470,44","104,95","126,23","369,21",0,"479,26","24134,79","131,75",185,"379,4",0
117000,"446,77","23562,71","108,67","134,39","370,63",0,"437,34","23396,62","101,97","119,7","368,08",0,"466,68","23913,34","122,82","165,41",376,0
118500,"477,16","24097,88","130,27","181,74","378,83",0,"454,11","23691,89","113,88","145,82","372,61",0,"508,6","24651,51","152,6","230,71","387,32",0
120000,"455,16","23710,34","114,63","147,45","372,89",0,"449,92","23618,07","110,9","139,29","371,48",0,"462,49","23839,52","119,84","158,88","374,87",0
121500,"475,07","24005,61","126,54","173,57","377,42",0,"466,68","23544,25","107,93","132,76","370,35",0,"483,45","24282,42","137,71","198,06","381,66",0
123000,"442,58","23488,89","105,69","127,86","369,5",0,"433,15","23322,8","98,99","113,17","366,95",0,"449,92","23618,07","110,9","139,29","371,48",0
124500,"471,92","24005,61","126,54","173,57","377,42",0,"462,49","23839,52","119,84","158,88","374,87",0,"483,45","24208,61","134,73","191,53","380,53",0
126000,"433,15","23322,8","98,99","113,17","366,95",0,"416,38","23027,53","87,08","87,05","362,42",0,"458,3","23765,71","116,86","152,35","373,74",0
127500,"426,86","23212,08","94,52","103,38","365,25",0,"407,99","22879,9","81,12","73,99","360,16",0,"441,53","23470,44","104,95","126,23","369,21",0
129000,"456,2","23728,79","115,37","149,09","373,17",0,"445,72","23544,25","107,93","132,76","370,35",0,"462,49","23839,52","119,84","158,88","374,87",0
130500,"469,83","23968,7","125,05","170,31","376,85",0,"458,3","23765,71","116,86","152,35","373,74",0,"487,64","24282,42","137,71","198,06","381,66",0
132000,"455,16","23636,53","111,65","140,92","371,76",0,"433,15","23322,8","98,99","113,17","366,95",0,"487,64","23913,34","122,82","165,41",376,0
133500,"464,59","23876,43","121,33","162,15","375,44",0,"458,3","23765,71","116,86","152,35","373,74",0,"475,07","24060,97","128,78","178,47","378,27",0
135000,"441,53","23470,44","104,95","126,23","369,21",0,"420,57","23101,35","90,05","93,58","363,55",0,"462,49","23839,52","119,84","158,88","374,87",0
136500,"436,29","23378,16","101,22","118,07","367,8",0,"412,19","22953,72","84,1","80,52","361,29",0,"470,88","23987,16","125,8","171,94","377,14",0
138000,"424,76","23175,17","93,03","100,11","364,69",0,"403,8","22806,08","78,14","67,46","359,03",0,"454,11","23691,89","113,88","145,82","372,61",0
139500,"466,68","23913,34","122,82","165,41",376,0,"445,72","23544,25","107,93","132,76","370,35",0,"483,45","24208,61","134,73","191,53","380,53",0
141000,"456,2","23728,8","115,37","149,09","373,17",0,"445,72","23544,25","107,93","132,76","370,35",0,"466,68","23913,34","122,82","165,41",376,0
142500,430,"23267,44","96,76","108,27","366,1",0,"395,42","22658,45","72,18","54,4","356,76",0,"449,92","23618,07","110,9","139,29","371,48",0
144000,"446,77","23562,71","107,93","132,76","370,35",0,"416,38","23027,53","96,01","106,64","365,82",0,"462,49","23839,52","119,84","158,88","374,87",0
145500,"436,29","23378,17","101,22","118,07","367,8",0,"412,19","22953,72","84,1","80,52","361,29",0,"458,3","23765,71","116,86","152,35","373,74",0
147000,"457,25","23747,25","116,12","150,72","373,46",0,"437,34","23396,62","101,97","119,7","368,08",0,"475,07","24060,97","128,78","178,47","378,27",0
148500,430,"23267,44","96,76","108,27","366,1",0,"399,61","22732,27","75,16","60,93","357,89",0,"445,72","23544,25","107,93","132,76","370,35",0
150000,"452,01","23654,98","112,39","142,56","372,04",0,"441,53","23470,44","104,95","126,23","369,21",0,"462,49","23839,52","119,84","158,88","374,87",0
151500,"472,97","24024,06","127,29",185,"378,55",0,"458,3","23765,71","116,86","165,41",376,0,"487,64","24282,42","137,71","198,06","381,66",0
153000,"453,06","23673,43","113,14","144,19","372,33",0,"437,34","23396,62","101,97","119,7","368,08",0,"462,49","23839,52","119,84","158,88","374,87",0
154500,"416,38","23027,54","87,08","87,05","362,42",0,"399,61","22732,27","75,16","60,93","357,89",0,"433,15","23322,8","98,99","113,17","366,95",0
156000,"445,72","23544,25","107,93","132,76","370,35",0,"428,95","23248,99","96,01","106,64","365,82",0,"458,3","23765,71","116,86","152,35","373,74",0
157500,"457,25","23747,25","116,12","150,72","373,46",0,"441,53","23470,44","104,95","126,23","369,21",0,"491,84","24356,24","140,69","204,59","382,8",0
159000,"427,91","23230,53","95,27","105,01","367,23",0,"407,99","22879,9","81,12","73,99","360,16",0,"441,53","23470,44","104,95","126,23","373,74",0
160500,"424,76","23175,17","93,03","100,11","364,69",0,"399,61","22732,27","75,16","60,93","357,89",0,"449,92","23618,07","110,9","139,29","371,48",0
162000,"475,07","24060,97","128,78","178,47","378,27",0,"462,49","23839,52","119,84","158,88","374,87",0,"504,41","24577,69","149,63","224,18","386,19",0
163500,"412,19","22953,71","84,1","80,52","361,29",0,"403,8","22806,08","78,14","67,46","359,03",0,"416,38","23027,53","87,08","87,05","362,42",0
165000,"452,01","23654,98","112,39","142,56","372,04",0,"445,72","23544,25","107,93","132,76","370,35",0,"462,49","23839,52","119,84","158,88","374,87",0
166500,"448,87","23599,62","111,65","149,09","372,61",0,"420,57","23101,35","90,05","93,58","361,29",0,"475,07","24060,97","131,75",185,"379,4",0
168000,"447,82","23581,16","109,42","136,03","370,91",0,"424,76","23175,17","93,03","100,11","364,69",0,"462,49","23839,52","119,84","158,88","374,87",0
169500,"431,05","23285,89","97,5","109,91","366,38",0,"420,57","23101,35","90,05","93,58","363,55",0,"441,53","23470,44","104,95","126,23","369,21",0
171000,"410,09","22916,81","82,61","77,26","360,72",0,"374,46","22289,36","57,29","21,75","351,1",0,"437,34","23396,62","101,97","119,7","368,08",0
172500,"443,63","23396,62","101,97","119,7","368,08",0,"424,76","22879,9","81,12","73,99","360,16",0,"462,49","23839,52","119,84","158,88","374,87",0
174000,"457,25","23747,25","116,12","150,72","373,46",0,"445,72","23544,25","107,93","132,76","370,35",0,"475,07","24060,97","128,78","178,47","378,27",0
175500,"450,96","23636,52","111,65","140,92","371,76",0,"433,15","23322,8","98,99","113,17","366,95",0,"466,68","23913,34","122,82","165,41",376,0
177000,"432,1","23304,35","98,25","111,54","366,67",0,"412,19","22953,72","84,1","80,52","361,29",0,"466,68","23913,34","122,82","165,41",376,0
178500,"414,28","22990,63","85,59","83,79","361,86",0,"403,8","22806,08","78,14","67,46","359,03",0,"424,76","23175,17","93,03","100,11","364,69",0
180000,"460,4","23802,61","118,35","155,62","374,31",0,"445,72","23544,25","107,93","132,76","369,21",0,"483,45","24208,61","134,73","191,53","380,53",0
181500,"480,31","24153,24","132,5","186,63","379,68",0,"470,88","23987,16","125,8","171,94","377,14",0,"487,64","24282,42","137,71","198,06","381,66",0
183000,"461,44","23821,07","119,1","157,25","374,59",0,"445,72","23544,25","107,93","132,76","370,35",0,"483,45","24208,61","134,73","191,53","380,53",0
184500,"449,92","23618,07","110,9","139,29","371,48",0,"433,15","23322,8","98,99","113,17","366,95",0,"466,68","23913,34","122,82","165,41",376,0
186000,"453,06","23673,43","113,14","144,19","372,33",0,"437,34","23396,62","101,97","119,7","368,08",0,"462,49","23839,52","119,84","158,88","374,87",0
